geoid,geoid20,year,denom_total_pop,lowaccess_count,lowaccess_li_count,lowaccess_kids_count,lowaccess_seniors_count
1400000US06037101110,6037101110,2019,4731,115,37,18,12
1400000US06037101122,6037101122,2019,3664,1704,137,292,260
1400000US06037101220,6037101220,2019,3363,0,0,0,0
1400000US06037101221,6037101221,2019,3260,0,0,0,0
1400000US06037101222,6037101222,2019,2730,0,0,0,0
1400000US06037101300,6037101300,2019,4199,15,2,2,3
1400000US06037101400,6037101400,2019,3903,323,57,56,49
1400000US06037102103,6037102103,2019,1740,256,36,41,46
1400000US06037102104,6037102104,2019,3644,3573,1200,546,514
1400000US06037102105,6037102105,2019,1731,1731,760,393,167
1400000US06037102107,6037102107,2019,3851,1064,279,236,132
1400000US06037103101,6037103101,2019,2670,357,70,51,51
1400000US06037103102,6037103102,2019,4751,0,0,0,0
1400000US06037103201,6037103201,2019,1621,549,181,97,92
1400000US06037103202,6037103202,2019,3929,1331,439,234,222
1400000US06037103300,6037103300,2019,3819,2904,276,598,448
1400000US06037103401,6037103401,2019,3443,0,0,0,0
1400000US06037103402,6037103402,2019,2700,0,0,0,0
1400000US06037104103,6037104103,2019,4085,0,0,0,0
1400000US06037104105,6037104105,2019,5411,0,0,0,0
1400000US06037104108,6037104108,2019,5256,0,0,0,0
1400000US06037104124,6037104124,2019,4174,889,41,129,123
1400000US06037104201,6037104201,2019,4780,0,0,0,0
1400000US06037104203,6037104203,2019,5210,0,0,0,0
1400000US06037104204,6037104204,2019,3371,11,4,1,2
1400000US06037104310,6037104310,2019,4921,0,0,0,0
1400000US06037104321,6037104321,2019,2573,0,0,0,0
1400000US06037104322,6037104322,2019,3425,0,0,0,0
1400000US06037104401,6037104401,2019,3357,0,0,0,0
1400000US06037104403,6037104403,2019,3265,0,0,0,0
1400000US06037104404,6037104404,2019,3236,0,0,0,0
1400000US06037104500,6037104500,2019,3293,0,0,0,0
1400000US06037104610,6037104610,2019,3672,0,0,0,0
1400000US06037104620,6037104620,2019,3539,0,0,0,0
1400000US06037104701,6037104701,2019,4208,0,0,0,0
1400000US06037104703,6037104703,2019,2389,0,0,0,0
1400000US06037104704,6037104704,2019,4219,0,0,0,0
1400000US06037104821,6037104821,2019,3514,0,0,0,0
1400000US06037104822,6037104822,2019,2261,0,0,0,0
1400000US06037104823,6037104823,2019,2520,0,0,0,0
1400000US06037104824,6037104824,2019,2808,0,0,0,0
1400000US06037106010,6037106010,2019,3148,1330,437,337,103
1400000US06037106020,6037106020,2019,5556,1726,585,412,187
1400000US06037106111,6037106111,2019,3153,3109,730,713,316
1400000US06037106112,6037106112,2019,5945,1666,360,457,135
1400000US06037106113,6037106113,2019,3493,0,0,0,0
1400000US06037106114,6037106114,2019,5876,0,0,0,0
1400000US06037106403,6037106403,2019,3825,0,0,0,0
1400000US06037106405,6037106405,2019,3966,1204,538,363,70
1400000US06037106406,6037106406,2019,4788,4788,1317,1293,491
1400000US06037106407,6037106407,2019,2933,0,0,0,0
1400000US06037106408,6037106408,2019,3463,0,0,0,0
1400000US06037106510,6037106510,2019,5269,5269,1013,1630,395
1400000US06037106520,6037106520,2019,5837,3921,1456,1074,383
1400000US06037106603,6037106603,2019,2007,0,0,0,0
1400000US06037106604,6037106604,2019,5019,4770,2605,1468,397
1400000US06037106641,6037106641,2019,2317,2317,347,445,395
1400000US06037106642,6037106642,2019,3236,885,90,187,149
1400000US06037106643,6037106643,2019,4318,3529,346,769,440
1400000US06037106645,6037106645,2019,3389,2289,383,428,514
1400000US06037106646,6037106646,2019,3237,24,3,5,3
1400000US06037106648,6037106648,2019,3890,0,0,0,0
1400000US06037106649,6037106649,2019,2853,291,49,81,16
1400000US06037107010,6037107010,2019,3247,0,0,0,0
1400000US06037107020,6037107020,2019,5400,0,0,0,0
1400000US06037108101,6037108101,2019,2230,723,92,138,133
1400000US06037108102,6037108102,2019,3430,141,30,25,28
1400000US06037108103,6037108103,2019,3255,2664,196,506,425
1400000US06037108104,6037108104,2019,1698,1698,311,383,315
1400000US06037108202,6037108202,2019,4824,1673,181,437,177
1400000US06037108203,6037108203,2019,2716,1404,122,329,178
1400000US06037108204,6037108204,2019,2835,1465,128,343,186
1400000US06037109100,6037109100,2019,2489,49,24,15,5
1400000US06037109200,6037109200,2019,2275,2012,247,460,267
1400000US06037109300,6037109300,2019,3085,139,22,25,21
1400000US06037109400,6037109400,2019,3718,0,0,0,0
1400000US06037109500,6037109500,2019,4303,0,0,0,0
1400000US06037109601,6037109601,2019,5020,0,0,0,0
1400000US06037109603,6037109603,2019,4252,0,0,0,0
1400000US06037109604,6037109604,2019,2975,0,0,0,0
1400000US06037109700,6037109700,2019,4493,0,0,0,0
1400000US06037109800,6037109800,2019,4565,0,0,0,0
1400000US06037111100,6037111100,2019,2982,0,0,0,0
1400000US06037111201,6037111201,2019,3410,0,0,0,0
1400000US06037111202,6037111202,2019,5213,0,0,0,0
1400000US06037111204,6037111204,2019,5859,0,0,0,0
1400000US06037111205,6037111205,2019,3375,0,0,0,0
1400000US06037111206,6037111206,2019,4490,0,0,0,0
1400000US06037111302,6037111302,2019,4786,0,0,0,0
1400000US06037111303,6037111303,2019,5538,0,0,0,0
1400000US06037111304,6037111304,2019,1549,0,0,0,0
1400000US06037111401,6037111401,2019,3508,0,0,0,0
1400000US06037111402,6037111402,2019,4052,0,0,0,0
1400000US06037113101,6037113101,2019,3558,0,0,0,0
1400000US06037113102,6037113102,2019,2826,0,0,0,0
1400000US06037113211,6037113211,2019,3787,1684,252,262,335
1400000US06037113212,6037113212,2019,3065,0,0,0,0
1400000US06037113213,6037113213,2019,4316,94,11,19,10
1400000US06037113231,6037113231,2019,2124,1187,162,253,194
1400000US06037113232,6037113232,2019,3894,507,74,95,96
1400000US06037113234,6037113234,2019,4667,50,24,1,28
1400000US06037113235,6037113235,2019,1602,1602,383,292,189
1400000US06037113237,6037113237,2019,3661,2848,664,544,524
1400000US06037113238,6037113238,2019,4129,301,127,88,22
1400000US06037113239,6037113239,2019,2526,184,78,54,14
1400000US06037113301,6037113301,2019,2186,0,0,0,0
1400000US06037113303,6037113303,2019,4027,313,84,98,89
1400000US06037113322,6037113322,2019,3947,0,0,0,0
1400000US06037113323,6037113323,2019,3779,0,0,0,0
1400000US06037113324,6037113324,2019,1694,0,0,0,0
1400000US06037113423,6037113423,2019,1607,0,0,0,0
1400000US06037113424,6037113424,2019,3936,0,0,0,0
1400000US06037113425,6037113425,2019,940,45,10,13,4
1400000US06037113426,6037113426,2019,5169,247,55,69,19
1400000US06037113427,6037113427,2019,1027,0,0,0,0
1400000US06037113428,6037113428,2019,5030,0,0,0,0
1400000US06037115101,6037115101,2019,5046,132,10,25,16
1400000US06037115103,6037115103,2019,2770,96,78,1,0
1400000US06037115104,6037115104,2019,4444,2157,977,395,101
1400000US06037115202,6037115202,2019,4828,0,0,0,0
1400000US06037115203,6037115203,2019,2822,0,0,0,0
1400000US06037115204,6037115204,2019,3615,0,0,0,0
1400000US06037115301,6037115301,2019,4156,0,0,0,0
1400000US06037115302,6037115302,2019,4351,0,0,0,0
1400000US06037115401,6037115401,2019,5776,0,0,0,0
1400000US06037115403,6037115403,2019,3188,0,0,0,0
1400000US06037115404,6037115404,2019,2913,0,0,0,0
1400000US06037117101,6037117101,2019,4796,0,0,0,0
1400000US06037117102,6037117102,2019,2631,0,0,0,0
1400000US06037117201,6037117201,2019,4352,0,0,0,0
1400000US06037117202,6037117202,2019,2469,0,0,0,0
1400000US06037117301,6037117301,2019,3851,0,0,0,0
1400000US06037117302,6037117302,2019,4914,0,0,0,0
1400000US06037117303,6037117303,2019,3512,0,0,0,0
1400000US06037117404,6037117404,2019,4279,0,0,0,0
1400000US06037117405,6037117405,2019,3442,0,0,0,0
1400000US06037117407,6037117407,2019,3636,0,0,0,0
1400000US06037117408,6037117408,2019,2830,0,0,0,0
1400000US06037117510,6037117510,2019,4028,0,0,0,0
1400000US06037117520,6037117520,2019,4052,0,0,0,0
1400000US06037117530,6037117530,2019,5641,0,0,0,0
1400000US06037119001,6037119001,2019,4038,0,0,0,0
1400000US06037119003,6037119003,2019,3612,0,0,0,0
1400000US06037119004,6037119004,2019,3614,0,0,0,0
1400000US06037119201,6037119201,2019,4137,0,0,0,0
1400000US06037119202,6037119202,2019,4707,0,0,0,0
1400000US06037119310,6037119310,2019,3870,0,0,0,0
1400000US06037119320,6037119320,2019,4694,0,0,0,0
1400000US06037119340,6037119340,2019,3884,0,0,0,0
1400000US06037119341,6037119341,2019,2719,0,0,0,0
1400000US06037119342,6037119342,2019,3180,0,0,0,0
1400000US06037119400,6037119400,2019,4987,0,0,0,0
1400000US06037119700,6037119700,2019,5045,0,0,0,0
1400000US06037119801,6037119801,2019,3011,0,0,0,0
1400000US06037119802,6037119802,2019,3097,0,0,0,0
1400000US06037119900,6037119900,2019,4940,0,0,0,0
1400000US06037120010,6037120010,2019,2844,0,0,0,0
1400000US06037120020,6037120020,2019,3917,0,0,0,0
1400000US06037120030,6037120030,2019,2815,0,0,0,0
1400000US06037120103,6037120103,2019,3287,0,0,0,0
1400000US06037120104,6037120104,2019,2310,0,0,0,0
1400000US06037120105,6037120105,2019,2812,0,0,0,0
1400000US06037120106,6037120106,2019,4417,0,0,0,0
1400000US06037120107,6037120107,2019,3818,0,0,0,0
1400000US06037120108,6037120108,2019,4838,0,0,0,0
1400000US06037120300,6037120300,2019,5531,0,0,0,0
1400000US06037120400,6037120400,2019,6272,0,0,0,0
1400000US06037121010,6037121010,2019,4989,0,0,0,0
1400000US06037121020,6037121020,2019,3741,0,0,0,0
1400000US06037121101,6037121101,2019,2932,0,0,0,0
1400000US06037121102,6037121102,2019,2721,990,525,214,111
1400000US06037121210,6037121210,2019,3110,1134,410,261,144
1400000US06037121221,6037121221,2019,2364,0,0,0,0
1400000US06037121222,6037121222,2019,5276,786,541,306,20
1400000US06037121600,6037121600,2019,3005,0,0,0,0
1400000US06037121801,6037121801,2019,3942,0,0,0,0
1400000US06037121802,6037121802,2019,3525,0,0,0,0
1400000US06037121900,6037121900,2019,4110,0,0,0,0
1400000US06037122000,6037122000,2019,5431,7,2,1,1
1400000US06037122120,6037122120,2019,5000,0,0,0,0
1400000US06037122121,6037122121,2019,2833,0,0,0,0
1400000US06037122122,6037122122,2019,2439,0,0,0,0
1400000US06037122200,6037122200,2019,4141,1963,832,598,129
1400000US06037122410,6037122410,2019,3794,0,0,0,0
1400000US06037122420,6037122420,2019,5050,0,0,0,0
1400000US06037123010,6037123010,2019,4580,0,0,0,0
1400000US06037123020,6037123020,2019,3432,0,0,0,0
1400000US06037123103,6037123103,2019,4164,0,0,0,0
1400000US06037123104,6037123104,2019,4596,0,0,0,0
1400000US06037123203,6037123203,2019,3765,0,0,0,0
1400000US06037123204,6037123204,2019,3449,0,0,0,0
1400000US06037123205,6037123205,2019,2645,0,0,0,0
1400000US06037123206,6037123206,2019,2945,0,0,0,0
1400000US06037123301,6037123301,2019,4559,0,0,0,0
1400000US06037123303,6037123303,2019,3301,0,0,0,0
1400000US06037123304,6037123304,2019,4687,0,0,0,0
1400000US06037123410,6037123410,2019,4247,0,0,0,0
1400000US06037123420,6037123420,2019,4638,0,0,0,0
1400000US06037123510,6037123510,2019,4753,0,0,0,0
1400000US06037123520,6037123520,2019,2567,0,0,0,0
1400000US06037123601,6037123601,2019,4995,0,0,0,0
1400000US06037123602,6037123602,2019,3332,0,0,0,0
1400000US06037123700,6037123700,2019,4114,0,0,0,0
1400000US06037123800,6037123800,2019,5531,0,0,0,0
1400000US06037123901,6037123901,2019,4498,0,0,0,0
1400000US06037123902,6037123902,2019,2561,0,0,0,0
1400000US06037124000,6037124000,2019,4550,0,0,0,0
1400000US06037124102,6037124102,2019,3549,0,0,0,0
1400000US06037124103,6037124103,2019,2030,0,0,0,0
1400000US06037124104,6037124104,2019,2439,0,0,0,0
1400000US06037124105,6037124105,2019,2658,0,0,0,0
1400000US06037124201,6037124201,2019,3506,0,0,0,0
1400000US06037124203,6037124203,2019,2748,0,0,0,0
1400000US06037124204,6037124204,2019,3071,0,0,0,0
1400000US06037124300,6037124300,2019,4046,0,0,0,0
1400000US06037124400,6037124400,2019,4192,0,0,0,0
1400000US06037124500,6037124500,2019,2779,0,0,0,0
1400000US06037124600,6037124600,2019,3123,0,0,0,0
1400000US06037124700,6037124700,2019,4796,0,0,0,0
1400000US06037124902,6037124902,2019,2766,0,0,0,0
1400000US06037124903,6037124903,2019,3262,0,0,0,0
1400000US06037125101,6037125101,2019,2717,0,0,0,0
1400000US06037125102,6037125102,2019,2714,0,0,0,0
1400000US06037125200,6037125200,2019,3524,0,0,0,0
1400000US06037125310,6037125310,2019,4750,0,0,0,0
1400000US06037125321,6037125321,2019,1985,0,0,0,0
1400000US06037125322,6037125322,2019,2858,0,0,0,0
1400000US06037125402,6037125402,2019,3672,0,0,0,0
1400000US06037125403,6037125403,2019,1703,0,0,0,0
1400000US06037125404,6037125404,2019,2321,0,0,0,0
1400000US06037125501,6037125501,2019,3077,0,0,0,0
1400000US06037125502,6037125502,2019,3083,0,0,0,0
1400000US06037125600,6037125600,2019,2656,0,0,0,0
1400000US06037127102,6037127102,2019,4726,0,0,0,0
1400000US06037127103,6037127103,2019,2939,0,0,0,0
1400000US06037127104,6037127104,2019,3573,0,0,0,0
1400000US06037127210,6037127210,2019,5531,0,0,0,0
1400000US06037127220,6037127220,2019,4931,0,0,0,0
1400000US06037127300,6037127300,2019,4460,0,0,0,0
1400000US06037127400,6037127400,2019,5808,0,0,0,0
1400000US06037127520,6037127520,2019,4045,0,0,0,0
1400000US06037127603,6037127603,2019,2927,0,0,0,0
1400000US06037127604,6037127604,2019,2933,0,0,0,0
1400000US06037127605,6037127605,2019,3549,0,0,0,0
1400000US06037127606,6037127606,2019,3150,0,0,0,0
1400000US06037127711,6037127711,2019,3356,0,0,0,0
1400000US06037127712,6037127712,2019,2991,0,0,0,0
1400000US06037127803,6037127803,2019,4037,0,0,0,0
1400000US06037127804,6037127804,2019,3933,0,0,0,0
1400000US06037127805,6037127805,2019,3768,0,0,0,0
1400000US06037127806,6037127806,2019,3447,0,0,0,0
1400000US06037127910,6037127910,2019,4769,0,0,0,0
1400000US06037127920,6037127920,2019,4100,0,0,0,0
1400000US06037128101,6037128101,2019,3738,0,0,0,0
1400000US06037128102,6037128102,2019,4795,0,0,0,0
1400000US06037128210,6037128210,2019,4822,0,0,0,0
1400000US06037128220,6037128220,2019,3011,0,0,0,0
1400000US06037128302,6037128302,2019,4688,0,0,0,0
1400000US06037128303,6037128303,2019,3982,0,0,0,0
1400000US06037128400,6037128400,2019,4114,0,0,0,0
1400000US06037128500,6037128500,2019,4015,0,0,0,0
1400000US06037128601,6037128601,2019,4288,0,0,0,0
1400000US06037128602,6037128602,2019,3189,0,0,0,0
1400000US06037128703,6037128703,2019,2811,0,0,0,0
1400000US06037128704,6037128704,2019,2828,0,0,0,0
1400000US06037128801,6037128801,2019,3307,0,0,0,0
1400000US06037128802,6037128802,2019,4325,0,0,0,0
1400000US06037128910,6037128910,2019,4075,0,0,0,0
1400000US06037131021,6037131021,2019,3379,0,0,0,0
1400000US06037131022,6037131022,2019,3030,0,0,0,0
1400000US06037131023,6037131023,2019,2323,0,0,0,0
1400000US06037131024,6037131024,2019,3375,0,0,0,0
1400000US06037131100,6037131100,2019,3252,0,0,0,0
1400000US06037131200,6037131200,2019,3429,0,0,0,0
1400000US06037131300,6037131300,2019,4902,0,0,0,0
1400000US06037131400,6037131400,2019,5897,0,0,0,0
1400000US06037131600,6037131600,2019,5494,0,0,0,0
1400000US06037131701,6037131701,2019,4541,0,0,0,0
1400000US06037131702,6037131702,2019,3745,0,0,0,0
1400000US06037131801,6037131801,2019,2665,0,0,0,0
1400000US06037131802,6037131802,2019,2676,0,0,0,0
1400000US06037131900,6037131900,2019,4210,0,0,0,0
1400000US06037132001,6037132001,2019,3202,0,0,0,0
1400000US06037132002,6037132002,2019,3299,0,0,0,0
1400000US06037132101,6037132101,2019,4259,0,0,0,0
1400000US06037132102,6037132102,2019,5310,0,0,0,0
1400000US06037132301,6037132301,2019,3205,0,0,0,0
1400000US06037132302,6037132302,2019,3289,0,0,0,0
1400000US06037132501,6037132501,2019,3762,0,0,0,0
1400000US06037132502,6037132502,2019,3672,0,0,0,0
1400000US06037132700,6037132700,2019,4912,0,0,0,0
1400000US06037132900,6037132900,2019,3461,0,0,0,0
1400000US06037133000,6037133000,2019,4449,0,0,0,0
1400000US06037133101,6037133101,2019,2378,0,0,0,0
1400000US06037133102,6037133102,2019,3068,0,0,0,0
1400000US06037134001,6037134001,2019,3765,0,0,0,0
1400000US06037134002,6037134002,2019,3372,0,0,0,0
1400000US06037134101,6037134101,2019,4922,0,0,0,0
1400000US06037134103,6037134103,2019,4193,0,0,0,0
1400000US06037134104,6037134104,2019,4322,0,0,0,0
1400000US06037134201,6037134201,2019,4270,0,0,0,0
1400000US06037134302,6037134302,2019,3732,2,1,0,0
1400000US06037134303,6037134303,2019,5087,0,0,0,0
1400000US06037134304,6037134304,2019,2882,0,0,0,0
1400000US06037134305,6037134305,2019,3847,0,0,0,0
1400000US06037134306,6037134306,2019,3498,0,0,0,0
1400000US06037134421,6037134421,2019,3941,61,4,16,4
1400000US06037134422,6037134422,2019,4680,0,0,0,0
1400000US06037134423,6037134423,2019,3414,0,0,0,0
1400000US06037134424,6037134424,2019,2887,1911,185,488,193
1400000US06037134520,6037134520,2019,5453,0,0,0,0
1400000US06037134521,6037134521,2019,3126,0,0,0,0
1400000US06037134522,6037134522,2019,3954,0,0,0,0
1400000US06037134710,6037134710,2019,5287,0,0,0,0
1400000US06037134720,6037134720,2019,4594,0,0,0,0
1400000US06037134801,6037134801,2019,2933,0,0,0,0
1400000US06037134802,6037134802,2019,3016,0,0,0,0
1400000US06037134901,6037134901,2019,3069,0,0,0,0
1400000US06037134904,6037134904,2019,4338,0,0,0,0
1400000US06037134905,6037134905,2019,2819,318,86,53,21
1400000US06037134906,6037134906,2019,1301,0,0,0,0
1400000US06037134907,6037134907,2019,2915,0,0,0,0
1400000US06037135102,6037135102,2019,3490,0,0,0,0
1400000US06037135111,6037135111,2019,2951,0,0,0,0
1400000US06037135113,6037135113,2019,2795,0,0,0,0
1400000US06037135115,6037135115,2019,1167,0,0,0,0
1400000US06037135116,6037135116,2019,3278,0,0,0,0
1400000US06037135201,6037135201,2019,2620,0,0,0,0
1400000US06037135202,6037135202,2019,4255,0,0,0,0
1400000US06037135204,6037135204,2019,2912,355,83,78,46
1400000US06037135205,6037135205,2019,4143,505,119,111,66
1400000US06037137000,6037137000,2019,2471,271,26,57,67
1400000US06037137103,6037137103,2019,4198,0,0,0,0
1400000US06037137104,6037137104,2019,2715,0,0,0,0
1400000US06037137202,6037137202,2019,2296,0,0,0,0
1400000US06037137203,6037137203,2019,2967,0,0,0,0
1400000US06037137301,6037137301,2019,2264,0,0,0,0
1400000US06037137302,6037137302,2019,4338,2465,328,508,563
1400000US06037137401,6037137401,2019,4156,0,0,0,0
1400000US06037137402,6037137402,2019,5362,0,0,0,0
1400000US06037137501,6037137501,2019,4124,0,0,0,0
1400000US06037137502,6037137502,2019,4202,0,0,0,0
1400000US06037137504,6037137504,2019,1939,996,73,193,221
1400000US06037138000,6037138000,2019,4484,1131,190,198,193
1400000US06037139001,6037139001,2019,4767,0,0,0,0
1400000US06037139200,6037139200,2019,5175,0,0,0,0
1400000US06037139301,6037139301,2019,4462,0,0,0,0
1400000US06037139302,6037139302,2019,4422,0,0,0,0
1400000US06037139303,6037139303,2019,4186,0,0,0,0
1400000US06037139401,6037139401,2019,2645,0,0,0,0
1400000US06037139402,6037139402,2019,2851,0,0,0,0
1400000US06037139502,6037139502,2019,3007,0,0,0,0
1400000US06037139504,6037139504,2019,3476,0,0,0,0
1400000US06037139505,6037139505,2019,2240,0,0,0,0
1400000US06037139506,6037139506,2019,2417,0,0,0,0
1400000US06037139600,6037139600,2019,4633,0,0,0,0
1400000US06037139701,6037139701,2019,4919,0,0,0,0
1400000US06037139703,6037139703,2019,2943,1096,185,231,197
1400000US06037139704,6037139704,2019,4224,2264,209,509,526
1400000US06037139705,6037139705,2019,2024,1085,100,244,252
1400000US06037139801,6037139801,2019,3533,1567,121,335,381
1400000US06037139802,6037139802,2019,3860,3210,411,707,691
1400000US06037141101,6037141101,2019,4066,0,0,0,0
1400000US06037141102,6037141102,2019,2869,0,0,0,0
1400000US06037141201,6037141201,2019,3707,0,0,0,0
1400000US06037141202,6037141202,2019,2800,0,0,0,0
1400000US06037141303,6037141303,2019,3089,0,0,0,0
1400000US06037141304,6037141304,2019,2737,0,0,0,0
1400000US06037141305,6037141305,2019,2981,0,0,0,0
1400000US06037141306,6037141306,2019,2560,0,0,0,0
1400000US06037141400,6037141400,2019,4364,0,0,0,0
1400000US06037141500,6037141500,2019,2929,1495,93,325,358
1400000US06037141600,6037141600,2019,4077,736,74,149,143
1400000US06037141700,6037141700,2019,3086,22,1,5,4
1400000US06037143101,6037143101,2019,3073,0,0,0,0
1400000US06037143102,6037143102,2019,878,0,0,0,0
1400000US06037143200,6037143200,2019,3743,0,0,0,0
1400000US06037143301,6037143301,2019,2055,0,0,0,0
1400000US06037143302,6037143302,2019,3678,0,0,0,0
1400000US06037143401,6037143401,2019,3711,0,0,0,0
1400000US06037143402,6037143402,2019,2169,0,0,0,0
1400000US06037143500,6037143500,2019,4708,0,0,0,0
1400000US06037143602,6037143602,2019,4260,0,0,0,0
1400000US06037143603,6037143603,2019,2222,0,0,0,0
1400000US06037143605,6037143605,2019,1879,0,0,0,0
1400000US06037143606,6037143606,2019,1326,0,0,0,0
1400000US06037143700,6037143700,2019,3624,1824,185,212,206
1400000US06037143801,6037143801,2019,2677,200,13,30,51
1400000US06037143802,6037143802,2019,2179,163,11,25,41
1400000US06037143901,6037143901,2019,4067,975,83,206,206
1400000US06037143902,6037143902,2019,3000,185,11,38,35
1400000US06037181000,6037181000,2019,6143,0,0,0,0
1400000US06037181300,6037181300,2019,3629,0,0,0,0
1400000US06037181400,6037181400,2019,4302,0,0,0,0
1400000US06037181500,6037181500,2019,3810,0,0,0,0
1400000US06037181600,6037181600,2019,4352,0,0,0,0
1400000US06037183101,6037183101,2019,3922,0,0,0,0
1400000US06037183103,6037183103,2019,3966,0,0,0,0
1400000US06037183104,6037183104,2019,2041,0,0,0,0
1400000US06037183220,6037183220,2019,4114,0,0,0,0
1400000US06037183221,6037183221,2019,3118,0,0,0,0
1400000US06037183222,6037183222,2019,3483,0,0,0,0
1400000US06037183300,6037183300,2019,3480,0,0,0,0
1400000US06037183401,6037183401,2019,2543,0,0,0,0
1400000US06037183402,6037183402,2019,2820,0,0,0,0
1400000US06037183510,6037183510,2019,2725,0,0,0,0
1400000US06037183520,6037183520,2019,3881,0,0,0,0
1400000US06037183610,6037183610,2019,3275,0,0,0,0
1400000US06037183620,6037183620,2019,3264,0,0,0,0
1400000US06037183701,6037183701,2019,3922,0,0,0,0
1400000US06037183702,6037183702,2019,2802,0,0,0,0
1400000US06037183810,6037183810,2019,4369,0,0,0,0
1400000US06037183820,6037183820,2019,3464,0,0,0,0
1400000US06037185101,6037185101,2019,2252,0,0,0,0
1400000US06037185102,6037185102,2019,4043,0,0,0,0
1400000US06037185202,6037185202,2019,3712,0,0,0,0
1400000US06037185203,6037185203,2019,3200,0,0,0,0
1400000US06037185204,6037185204,2019,2091,0,0,0,0
1400000US06037185310,6037185310,2019,3061,0,0,0,0
1400000US06037185320,6037185320,2019,2905,0,0,0,0
1400000US06037186100,6037186100,2019,4714,0,0,0,0
1400000US06037186201,6037186201,2019,3068,0,0,0,0
1400000US06037186202,6037186202,2019,1974,0,0,0,0
1400000US06037186203,6037186203,2019,2936,0,0,0,0
1400000US06037186301,6037186301,2019,2990,0,0,0,0
1400000US06037186302,6037186302,2019,5195,0,0,0,0
1400000US06037186401,6037186401,2019,3448,0,0,0,0
1400000US06037186403,6037186403,2019,2896,0,0,0,0
1400000US06037186404,6037186404,2019,2471,0,0,0,0
1400000US06037187101,6037187101,2019,3235,0,0,0,0
1400000US06037187102,6037187102,2019,3244,0,0,0,0
1400000US06037187200,6037187200,2019,3129,0,0,0,0
1400000US06037187300,6037187300,2019,3216,0,0,0,0
1400000US06037188100,6037188100,2019,4044,0,0,0,0
1400000US06037188201,6037188201,2019,3269,0,0,0,0
1400000US06037188202,6037188202,2019,2347,0,0,0,0
1400000US06037188300,6037188300,2019,3536,0,0,0,0
1400000US06037189101,6037189101,2019,2743,0,0,0,0
1400000US06037189102,6037189102,2019,3096,0,0,0,0
1400000US06037189201,6037189201,2019,3293,0,0,0,0
1400000US06037189202,6037189202,2019,2717,0,0,0,0
1400000US06037189300,6037189300,2019,3077,0,0,0,0
1400000US06037189400,6037189400,2019,3448,705,70,99,93
1400000US06037189501,6037189501,2019,2578,0,0,0,0
1400000US06037189502,6037189502,2019,1874,0,0,0,0
1400000US06037189600,6037189600,2019,3485,0,0,0,0
1400000US06037189702,6037189702,2019,2222,126,24,24,20
1400000US06037189703,6037189703,2019,3094,1814,344,216,247
1400000US06037189704,6037189704,2019,883,524,99,62,71
1400000US06037189801,6037189801,2019,2263,0,0,0,0
1400000US06037189802,6037189802,2019,1758,0,0,0,0
1400000US06037189903,6037189903,2019,2164,0,0,0,0
1400000US06037189904,6037189904,2019,2260,0,0,0,0
1400000US06037189905,6037189905,2019,2304,0,0,0,0
1400000US06037189906,6037189906,2019,2761,0,0,0,0
1400000US06037189907,6037189907,2019,2210,0,0,0,0
1400000US06037190101,6037190101,2019,1674,0,0,0,0
1400000US06037190102,6037190102,2019,2807,0,0,0,0
1400000US06037190201,6037190201,2019,2870,0,0,0,0
1400000US06037190202,6037190202,2019,3044,0,0,0,0
1400000US06037190302,6037190302,2019,2829,0,0,0,0
1400000US06037190303,6037190303,2019,1929,0,0,0,0
1400000US06037190401,6037190401,2019,3135,0,0,0,0
1400000US06037190402,6037190402,2019,2487,0,0,0,0
1400000US06037190510,6037190510,2019,4227,0,0,0,0
1400000US06037190520,6037190520,2019,3728,0,0,0,0
1400000US06037190701,6037190701,2019,2327,0,0,0,0
1400000US06037190702,6037190702,2019,1052,0,0,0,0
1400000US06037190801,6037190801,2019,2594,0,0,0,0
1400000US06037190802,6037190802,2019,2784,0,0,0,0
1400000US06037190901,6037190901,2019,4742,0,0,0,0
1400000US06037190902,6037190902,2019,3960,0,0,0,0
1400000US06037191000,6037191000,2019,3228,0,0,0,0
1400000US06037191110,6037191110,2019,3338,0,0,0,0
1400000US06037191120,6037191120,2019,4135,0,0,0,0
1400000US06037191201,6037191201,2019,4591,0,0,0,0
1400000US06037191203,6037191203,2019,2922,0,0,0,0
1400000US06037191204,6037191204,2019,2124,0,0,0,0
1400000US06037191301,6037191301,2019,2327,0,0,0,0
1400000US06037191302,6037191302,2019,2422,0,0,0,0
1400000US06037191410,6037191410,2019,5092,0,0,0,0
1400000US06037191420,6037191420,2019,3365,0,0,0,0
1400000US06037191500,6037191500,2019,5551,0,0,0,0
1400000US06037191610,6037191610,2019,4502,0,0,0,0
1400000US06037191620,6037191620,2019,2785,0,0,0,0
1400000US06037191710,6037191710,2019,3231,0,0,0,0
1400000US06037191720,6037191720,2019,3770,0,0,0,0
1400000US06037191810,6037191810,2019,3498,0,0,0,0
1400000US06037191820,6037191820,2019,2647,0,0,0,0
1400000US06037191901,6037191901,2019,3355,0,0,0,0
1400000US06037191902,6037191902,2019,2867,0,0,0,0
1400000US06037192001,6037192001,2019,2466,0,0,0,0
1400000US06037192002,6037192002,2019,2735,0,0,0,0
1400000US06037192300,6037192300,2019,2799,0,0,0,0
1400000US06037192410,6037192410,2019,3628,0,0,0,0
1400000US06037192420,6037192420,2019,3637,0,0,0,0
