geoid,geoid20,year,denom_total_pop,lowaccess_count,lowaccess_li_count,lowaccess_kids_count,lowaccess_seniors_count
1400000US06037302103,6037302103,2019,5504,0,0,0,0
1400000US06037302104,6037302104,2019,3904,0,0,0,0
1400000US06037302201,6037302201,2019,3856,0,0,0,0
1400000US06037302202,6037302202,2019,5254,0,0,0,0
1400000US06037302301,6037302301,2019,3790,0,0,0,0
1400000US06037302302,6037302302,2019,4895,0,0,0,0
1400000US06037302401,6037302401,2019,5944,0,0,0,0
1400000US06037302503,6037302503,2019,4330,0,0,0,0
1400000US06037302504,6037302504,2019,4234,0,0,0,0
1400000US06037302505,6037302505,2019,3746,0,0,0,0
1400000US06037302506,6037302506,2019,3534,0,0,0,0
1400000US06037310100,6037310100,2019,5843,3880,504,831,718
1400000US06037310201,6037310201,2019,5466,0,0,0,0
1400000US06037310202,6037310202,2019,4936,0,0,0,0
1400000US06037310300,6037310300,2019,2987,5,1,1,1
1400000US06037310400,6037310400,2019,3379,2,0,0,0
1400000US06037310501,6037310501,2019,3205,0,0,0,0
1400000US06037310601,6037310601,2019,5716,0,0,0,0
1400000US06037310602,6037310602,2019,2655,0,0,0,0
1400000US06037310701,6037310701,2019,2361,0,0,0,0
1400000US06037310703,6037310703,2019,5038,0,0,0,0
1400000US06037310704,6037310704,2019,3343,0,0,0,0
1400000US06037310705,6037310705,2019,3760,0,0,0,0
1400000US06037310800,6037310800,2019,4909,0,0,0,0
1400000US06037310900,6037310900,2019,6870,0,0,0,0
1400000US06037311000,6037311000,2019,3755,0,0,0,0
1400000US06037311100,6037311100,2019,3897,0,0,0,0
1400000US06037311200,6037311200,2019,3137,0,0,0,0
1400000US06037311300,6037311300,2019,3811,0,0,0,0
1400000US06037311400,6037311400,2019,2274,0,0,0,0
1400000US06037311500,6037311500,2019,5633,0,0,0,0
1400000US06037311601,6037311601,2019,4391,0,0,0,0
1400000US06037311602,6037311602,2019,2858,0,0,0,0
1400000US06037311700,6037311700,2019,6137,0,0,0,0
1400000US06037311801,6037311801,2019,3111,0,0,0,0
1400000US06037311802,6037311802,2019,3812,0,0,0,0
1400000US06037320101,6037320101,2019,2558,0,0,0,0
1400000US06037320102,6037320102,2019,4586,0,0,0,0
1400000US06037320201,6037320201,2019,3756,0,0,0,0
1400000US06037320202,6037320202,2019,5797,0,0,0,0
1400000US06037320300,6037320300,2019,6948,0,0,0,0
1400000US06037400205,6037400205,2019,3737,177,16,40,37
1400000US06037400206,6037400206,2019,4820,1421,145,315,317
1400000US06037400207,6037400207,2019,4441,2530,106,612,360
1400000US06037400208,6037400208,2019,705,439,34,97,57
1400000US06037400209,6037400209,2019,5771,3576,276,787,468
1400000US06037400304,6037400304,2019,6709,0,0,0,0
1400000US06037400402,6037400402,2019,4120,191,33,43,23
1400000US06037400403,6037400403,2019,4260,2538,432,595,304
1400000US06037400404,6037400404,2019,4453,2507,295,541,445
1400000US06037400501,6037400501,2019,2663,1973,235,415,375
1400000US06037400602,6037400602,2019,4719,0,0,0,0
1400000US06037400603,6037400603,2019,5248,1692,369,425,117
1400000US06037400605,6037400605,2019,3961,685,132,131,67
1400000US06037400801,6037400801,2019,6526,164,55,35,32
1400000US06037401001,6037401001,2019,3140,1759,98,428,302
1400000US06037401002,6037401002,2019,3973,4,1,1,1
1400000US06037401101,6037401101,2019,5662,0,0,0,0
1400000US06037401102,6037401102,2019,3101,0,0,0,0
1400000US06037401201,6037401201,2019,3110,0,0,0,0
1400000US06037401202,6037401202,2019,4369,0,0,0,0
1400000US06037401203,6037401203,2019,5216,0,0,0,0
1400000US06037401303,6037401303,2019,2155,215,19,47,25
1400000US06037401304,6037401304,2019,4812,703,98,120,146
1400000US06037401311,6037401311,2019,6520,37,12,5,6
1400000US06037401312,6037401312,2019,5575,2,1,1,0
1400000US06037401500,6037401500,2019,6038,1414,376,379,138
1400000US06037401601,6037401601,2019,5032,0,0,0,0
1400000US06037401602,6037401602,2019,5282,0,0,0,0
1400000US06037401705,6037401705,2019,3367,57,15,10,25
1400000US06037401706,6037401706,2019,4332,3,1,0,1
1400000US06037401707,6037401707,2019,6438,10,3,2,5
1400000US06037401801,6037401801,2019,4370,0,0,0,0
1400000US06037401802,6037401802,2019,3008,0,0,0,0
1400000US06037401901,6037401901,2019,4610,629,241,39,8
1400000US06037401902,6037401902,2019,5711,0,0,0,0
1400000US06037402001,6037402001,2019,3080,0,0,0,0
1400000US06037402002,6037402002,2019,3901,0,0,0,0
1400000US06037402101,6037402101,2019,4623,0,0,0,0
1400000US06037402102,6037402102,2019,4815,0,0,0,0
1400000US06037402200,6037402200,2019,6974,504,83,62,102
1400000US06037402301,6037402301,2019,5439,0,0,0,0
1400000US06037402303,6037402303,2019,3996,0,0,0,0
1400000US06037402304,6037402304,2019,3848,0,0,0,0
1400000US06037402403,6037402403,2019,5381,5235,2096,1109,378
1400000US06037402404,6037402404,2019,1898,1014,1,4,3
1400000US06037402405,6037402405,2019,3047,1810,718,522,144
1400000US06037402406,6037402406,2019,4775,61,26,17,3
1400000US06037402501,6037402501,2019,5577,0,0,0,0
1400000US06037402503,6037402503,2019,4284,0,0,0,0
1400000US06037402504,6037402504,2019,2941,0,0,0,0
1400000US06037402601,6037402601,2019,3378,0,0,0,0
1400000US06037402602,6037402602,2019,4072,0,0,0,0
1400000US06037402702,6037402702,2019,6294,0,0,0,0
1400000US06037402703,6037402703,2019,4652,0,0,0,0
1400000US06037402705,6037402705,2019,3328,0,0,0,0
1400000US06037402706,6037402706,2019,3901,0,0,0,0
1400000US06037402801,6037402801,2019,5170,0,0,0,0
1400000US06037402803,6037402803,2019,3436,14,8,6,0
1400000US06037402804,6037402804,2019,4085,2357,1428,833,75
1400000US06037402902,6037402902,2019,6445,0,0,0,0
1400000US06037402903,6037402903,2019,4138,1490,741,495,96
1400000US06037402904,6037402904,2019,3598,1040,387,321,65
1400000US06037403000,6037403000,2019,6835,0,0,0,0
1400000US06037403305,6037403305,2019,2100,0,0,0,0
1400000US06037403316,6037403316,2019,6733,2704,475,523,395
1400000US06037403317,6037403317,2019,5087,984,156,221,98
1400000US06037403318,6037403318,2019,6243,0,0,0,0
1400000US06037403319,6037403319,2019,4225,0,0,0,0
1400000US06037403320,6037403320,2019,5573,1570,158,333,140
1400000US06037403321,6037403321,2019,5736,893,108,215,80
1400000US06037403323,6037403323,2019,5482,442,67,105,58
1400000US06037403324,6037403324,2019,5786,1365,170,276,176
1400000US06037403325,6037403325,2019,5813,398,59,86,47
1400000US06037403326,6037403326,2019,1086,0,0,0,0
1400000US06037403327,6037403327,2019,6112,0,0,0,0
1400000US06037403328,6037403328,2019,4143,698,119,160,83
1400000US06037403401,6037403401,2019,5032,0,0,0,0
1400000US06037403402,6037403402,2019,3322,0,0,0,0
1400000US06037403403,6037403403,2019,5203,2528,317,477,309
1400000US06037403404,6037403404,2019,2521,74,11,17,8
1400000US06037403407,6037403407,2019,2132,388,81,102,23
1400000US06037403408,6037403408,2019,6566,2831,472,542,387
1400000US06037403409,6037403409,2019,4392,363,71,73,37
1400000US06037403500,6037403500,2019,1638,1134,275,279,178
1400000US06037403601,6037403601,2019,6667,874,141,162,201
1400000US06037403702,6037403702,2019,3794,226,58,49,38
1400000US06037403703,6037403703,2019,4745,1703,282,361,294
1400000US06037403721,6037403721,2019,4998,0,0,0,0
1400000US06037403722,6037403722,2019,5734,0,0,0,0
1400000US06037403801,6037403801,2019,6212,0,0,0,0
1400000US06037403802,6037403802,2019,5553,0,0,0,0
1400000US06037403901,6037403901,2019,3110,0,0,0,0
1400000US06037403902,6037403902,2019,4806,0,0,0,0
1400000US06037404000,6037404000,2019,4474,0,0,0,0
1400000US06037404100,6037404100,2019,6445,0,0,0,0
1400000US06037404201,6037404201,2019,3711,0,0,0,0
1400000US06037404203,6037404203,2019,3362,0,0,0,0
1400000US06037404301,6037404301,2019,5665,0,0,0,0
1400000US06037404302,6037404302,2019,2498,0,0,0,0
1400000US06037404401,6037404401,2019,3975,6,3,3,0
1400000US06037404402,6037404402,2019,5107,0,0,0,0
1400000US06037404501,6037404501,2019,2355,0,0,0,0
1400000US06037404503,6037404503,2019,2977,0,0,0,0
1400000US06037404504,6037404504,2019,5266,0,0,0,0
1400000US06037404600,6037404600,2019,1520,404,122,107,39
1400000US06037404701,6037404701,2019,5937,0,0,0,0
1400000US06037404702,6037404702,2019,5880,0,0,0,0
1400000US06037404703,6037404703,2019,3099,0,0,0,0
1400000US06037404804,6037404804,2019,4953,0,0,0,0
1400000US06037404805,6037404805,2019,2352,0,0,0,0
1400000US06037404806,6037404806,2019,6072,0,0,0,0
1400000US06037404901,6037404901,2019,5658,951,279,275,82
1400000US06037404902,6037404902,2019,3958,0,0,0,0
1400000US06037404903,6037404903,2019,2905,0,0,0,0
1400000US06037405001,6037405001,2019,6170,1455,316,401,117
1400000US06037405002,6037405002,2019,3174,1681,847,522,123
1400000US06037405101,6037405101,2019,5304,0,0,0,0
1400000US06037405102,6037405102,2019,5092,0,0,0,0
1400000US06037405201,6037405201,2019,5197,0,0,0,0
1400000US06037405202,6037405202,2019,5198,0,0,0,0
1400000US06037405203,6037405203,2019,3483,0,0,0,0
1400000US06037405301,6037405301,2019,3323,1164,421,397,42
1400000US06037405302,6037405302,2019,5345,0,0,0,0
1400000US06037405400,6037405400,2019,4728,3773,698,1030,393
1400000US06037405500,6037405500,2019,6842,758,181,200,89
1400000US06037405600,6037405600,2019,5374,0,0,0,0
1400000US06037405701,6037405701,2019,3853,260,13,73,23
1400000US06037405702,6037405702,2019,4906,0,0,0,0
1400000US06037405800,6037405800,2019,5879,0,0,0,0
1400000US06037405900,6037405900,2019,4048,0,0,0,0
1400000US06037406000,6037406000,2019,5059,0,0,0,0
1400000US06037406101,6037406101,2019,3139,0,0,0,0
1400000US06037406103,6037406103,2019,7509,0,0,0,0
1400000US06037406201,6037406201,2019,2390,0,0,0,0
1400000US06037406300,6037406300,2019,6451,1761,353,371,267
1400000US06037406413,6037406413,2019,7368,0,0,0,0
1400000US06037406500,6037406500,2019,6705,0,0,0,0
1400000US06037406601,6037406601,2019,5269,0,0,0,0
1400000US06037406602,6037406602,2019,4973,0,0,0,0
1400000US06037406701,6037406701,2019,3246,0,0,0,0
1400000US06037406702,6037406702,2019,5823,0,0,0,0
1400000US06037406801,6037406801,2019,4924,0,0,0,0
1400000US06037406903,6037406903,2019,7850,0,0,0,0
1400000US06037407001,6037407001,2019,5351,0,0,0,0
1400000US06037407002,6037407002,2019,4434,0,0,0,0
1400000US06037407101,6037407101,2019,4834,0,0,0,0
1400000US06037407102,6037407102,2019,5445,0,0,0,0
1400000US06037407201,6037407201,2019,3252,62,21,16,8
1400000US06037407202,6037407202,2019,4063,77,26,20,10
1400000US06037407301,6037407301,2019,4828,0,0,0,0
1400000US06037407302,6037407302,2019,3497,0,0,0,0
1400000US06037407400,6037407400,2019,2133,0,0,0,0
1400000US06037407501,6037407501,2019,4408,0,0,0,0
1400000US06037407502,6037407502,2019,3937,0,0,0,0
1400000US06037407601,6037407601,2019,4366,0,0,0,0
1400000US06037407602,6037407602,2019,4008,0,0,0,0
1400000US06037407701,6037407701,2019,5447,0,0,0,0
1400000US06037407702,6037407702,2019,6494,0,0,0,0
1400000US06037407801,6037407801,2019,5060,0,0,0,0
1400000US06037407802,6037407802,2019,3635,0,0,0,0
1400000US06037407901,6037407901,2019,4315,0,0,0,0
1400000US06037407902,6037407902,2019,1981,0,0,0,0
1400000US06037408003,6037408003,2019,4822,0,0,0,0
1400000US06037408004,6037408004,2019,2416,0,0,0,0
1400000US06037408005,6037408005,2019,5066,505,16,119,74
1400000US06037408006,6037408006,2019,3844,653,214,135,62
1400000US06037408133,6037408133,2019,5725,0,0,0,0
1400000US06037408134,6037408134,2019,2743,1068,273,201,141
1400000US06037408135,6037408135,2019,4148,838,172,189,82
1400000US06037408136,6037408136,2019,3846,0,0,0,0
1400000US06037408137,6037408137,2019,4152,0,0,0,0
1400000US06037408138,6037408138,2019,5874,0,0,0,0
1400000US06037408139,6037408139,2019,4478,0,0,0,0
1400000US06037408140,6037408140,2019,3801,660,385,201,59
1400000US06037408141,6037408141,2019,5450,84,40,29,5
1400000US06037408212,6037408212,2019,4485,0,0,0,0
1400000US06037408213,6037408213,2019,1169,0,0,0,0
1400000US06037408301,6037408301,2019,5580,14,6,4,1
1400000US06037408302,6037408302,2019,4191,65,18,20,5
1400000US06037408303,6037408303,2019,4060,15,5,4,1
1400000US06037408401,6037408401,2019,4289,301,48,89,29
1400000US06037408402,6037408402,2019,5779,1844,410,370,352
1400000US06037408503,6037408503,2019,5642,2702,318,496,485
1400000US06037408504,6037408504,2019,5322,0,0,0,0
1400000US06037408505,6037408505,2019,2679,33,4,6,7
1400000US06037408623,6037408623,2019,3023,0,0,0,0
1400000US06037408624,6037408624,2019,3223,37,7,7,6
1400000US06037408625,6037408625,2019,4211,288,78,71,57
1400000US06037408626,6037408626,2019,4341,0,0,0,0
1400000US06037408627,6037408627,2019,3006,1325,248,233,204
1400000US06037408628,6037408628,2019,4893,234,38,46,42
1400000US06037408629,6037408629,2019,2908,2703,448,521,470
1400000US06037408631,6037408631,2019,5054,64,12,16,7
1400000US06037408703,6037408703,2019,6527,4680,552,1015,573
1400000US06037408705,6037408705,2019,5427,0,0,0,0
1400000US06037408707,6037408707,2019,6843,49,8,7,8
1400000US06037408722,6037408722,2019,4400,2164,528,420,269
1400000US06037408724,6037408724,2019,5362,0,0,0,0
1400000US06037408725,6037408725,2019,5980,0,0,0,0
1400000US06037408800,6037408800,2019,3738,0,0,0,0
1400000US06037408900,6037408900,2019,5728,140,15,32,10
1400000US06037409000,6037409000,2019,7548,1635,1078,226,78
1400000US06037409100,6037409100,2019,5575,644,210,168,71
1400000US06037430003,6037430003,2019,4592,4592,454,918,700
1400000US06037430004,6037430004,2019,3654,2392,695,531,299
1400000US06037430005,6037430005,2019,3376,2227,648,495,279
1400000US06037430101,6037430101,2019,4887,0,0,0,0
1400000US06037430102,6037430102,2019,4775,0,0,0,0
1400000US06037430200,6037430200,2019,1323,448,81,66,91
1400000US06037430301,6037430301,2019,4418,1427,121,273,274
1400000US06037430302,6037430302,2019,5837,0,0,0,0
1400000US06037430400,6037430400,2019,4422,1025,114,236,206
1400000US06037430501,6037430501,2019,4166,4144,288,822,714
1400000US06037430502,6037430502,2019,6745,4354,472,847,722
1400000US06037430600,6037430600,2019,4481,996,120,215,205
1400000US06037430701,6037430701,2019,5271,357,74,85,78
1400000US06037430721,6037430721,2019,3957,262,42,25,59
1400000US06037430723,6037430723,2019,4118,0,0,0,0
1400000US06037430724,6037430724,2019,4812,0,0,0,0
1400000US06037430801,6037430801,2019,6342,0,0,0,0
1400000US06037430802,6037430802,2019,4161,0,0,0,0
1400000US06037430803,6037430803,2019,5436,0,0,0,0
1400000US06037430901,6037430901,2019,4314,0,0,0,0
1400000US06037430902,6037430902,2019,4652,0,0,0,0
1400000US06037431002,6037431002,2019,3132,0,0,0,0
1400000US06037431003,6037431003,2019,3479,0,0,0,0
1400000US06037431004,6037431004,2019,3692,0,0,0,0
1400000US06037431100,6037431100,2019,6610,163,21,52,12
1400000US06037431200,6037431200,2019,6411,2938,823,840,267
1400000US06037431300,6037431300,2019,2653,320,38,77,36
1400000US06037431400,6037431400,2019,3970,697,208,165,92
1400000US06037431501,6037431501,2019,4086,26,8,4,5
1400000US06037431502,6037431502,2019,4345,0,0,0,0
1400000US06037431600,6037431600,2019,4265,0,0,0,0
1400000US06037431701,6037431701,2019,6894,0,0,0,0
1400000US06037431800,6037431800,2019,5179,0,0,0,0
1400000US06037431900,6037431900,2019,3577,0,0,0,0
1400000US06037432001,6037432001,2019,2669,291,57,37,103
1400000US06037432002,6037432002,2019,5511,601,119,75,212
1400000US06037432101,6037432101,2019,4137,930,245,196,119
1400000US06037432102,6037432102,2019,5613,0,0,0,0
1400000US06037432201,6037432201,2019,4542,0,0,0,0
1400000US06037432202,6037432202,2019,4050,0,0,0,0
1400000US06037432300,6037432300,2019,3975,9,2,2,1
1400000US06037432401,6037432401,2019,3795,0,0,0,0
1400000US06037432402,6037432402,2019,6305,0,0,0,0
1400000US06037432501,6037432501,2019,3122,1,0,0,0
1400000US06037432502,6037432502,2019,5131,1,0,0,0
1400000US06037432601,6037432601,2019,6564,0,0,0,0
1400000US06037432602,6037432602,2019,4554,0,0,0,0
1400000US06037432700,6037432700,2019,5211,0,0,0,0
1400000US06037432801,6037432801,2019,2614,0,0,0,0
1400000US06037432802,6037432802,2019,5819,0,0,0,0
1400000US06037432901,6037432901,2019,4464,0,0,0,0
1400000US06037432902,6037432902,2019,3473,0,0,0,0
1400000US06037433103,6037433103,2019,6520,0,0,0,0
1400000US06037433200,6037433200,2019,6173,0,0,0,0
1400000US06037433302,6037433302,2019,1577,0,0,0,0
1400000US06037433304,6037433304,2019,4726,0,0,0,0
1400000US06037433305,6037433305,2019,4893,0,0,0,0
1400000US06037433306,6037433306,2019,3333,0,0,0,0
1400000US06037433307,6037433307,2019,3355,0,0,0,0
1400000US06037433402,6037433402,2019,4662,0,0,0,0
1400000US06037433403,6037433403,2019,4675,0,0,0,0
1400000US06037433505,6037433505,2019,4419,0,0,0,0
1400000US06037433506,6037433506,2019,4734,7,3,2,1
1400000US06037433601,6037433601,2019,4923,0,0,0,0
1400000US06037433602,6037433602,2019,2881,0,0,0,0
1400000US06037433803,6037433803,2019,504,67,17,19,7
1400000US06037433804,6037433804,2019,6371,0,0,0,0
1400000US06037433901,6037433901,2019,5593,0,0,0,0
1400000US06037433903,6037433903,2019,4434,0,0,0,0
1400000US06037434001,6037434001,2019,4268,0,0,0,0
1400000US06037434003,6037434003,2019,4202,0,0,0,0
1400000US06037434004,6037434004,2019,2796,0,0,0,0
1400000US06037434100,6037434100,2019,5520,501,226,133,61
1400000US06037460001,6037460001,2019,3727,2005,192,419,417
1400000US06037460002,6037460002,2019,1124,605,58,126,126
1400000US06037460101,6037460101,2019,5846,736,49,112,185
1400000US06037460200,6037460200,2019,5279,1503,134,294,299
1400000US06037460301,6037460301,2019,4542,2276,326,455,304
1400000US06037460302,6037460302,2019,4440,45,14,9,8
1400000US06037460401,6037460401,2019,1067,282,76,68,44
1400000US06037460501,6037460501,2019,5351,1430,130,318,292
1400000US06037460502,6037460502,2019,4417,0,0,0,0
1400000US06037460601,6037460601,2019,6615,660,139,165,105
1400000US06037460700,6037460700,2019,5031,812,42,201,158
1400000US06037460800,6037460800,2019,3247,2466,265,462,582
1400000US06037460900,6037460900,2019,6998,119,57,22,18
1400000US06037461000,6037461000,2019,6027,0,0,0,0
1400000US06037461100,6037461100,2019,4844,0,0,0,0
1400000US06037461200,6037461200,2019,4440,0,0,0,0
1400000US06037461300,6037461300,2019,6636,0,0,0,0
1400000US06037461400,6037461400,2019,3204,0,0,0,0
1400000US06037461501,6037461501,2019,3700,0,0,0,0
1400000US06037461502,6037461502,2019,6563,0,0,0,0
1400000US06037461600,6037461600,2019,5826,7,2,0,1
1400000US06037461700,6037461700,2019,1384,244,32,47,46
1400000US06037461901,6037461901,2019,5116,0,0,0,0
1400000US06037461902,6037461902,2019,1654,0,0,0,0
1400000US06037462001,6037462001,2019,3974,0,0,0,0
1400000US06037462002,6037462002,2019,3942,0,0,0,0
1400000US06037462100,6037462100,2019,5259,0,0,0,0
1400000US06037462201,6037462201,2019,3788,0,0,0,0
1400000US06037462202,6037462202,2019,2927,0,0,0,0
1400000US06037462301,6037462301,2019,4642,0,0,0,0
1400000US06037462302,6037462302,2019,2972,0,0,0,0
1400000US06037462400,6037462400,2019,4229,0,0,0,0
1400000US06037462500,6037462500,2019,6039,337,48,65,47
1400000US06037462600,6037462600,2019,2324,0,0,0,0
1400000US06037462700,6037462700,2019,5471,0,0,0,0
1400000US06037462800,6037462800,2019,2915,0,0,0,0
1400000US06037462900,6037462900,2019,3779,0,0,0,0
1400000US06037463000,6037463000,2019,2254,0,0,0,0
1400000US06037463103,6037463103,2019,6167,0,0,0,0
1400000US06037463200,6037463200,2019,3403,0,0,0,0
1400000US06037463300,6037463300,2019,2037,0,0,0,0
1400000US06037463400,6037463400,2019,5747,0,0,0,0
1400000US06037463500,6037463500,2019,5747,0,0,0,0
1400000US06037463601,6037463601,2019,5714,0,0,0,0
1400000US06037463602,6037463602,2019,5051,0,0,0,0
1400000US06037463700,6037463700,2019,2236,0,0,0,0
1400000US06037463800,6037463800,2019,3888,236,18,39,59
1400000US06037463900,6037463900,2019,3448,0,0,0,0
1400000US06037464000,6037464000,2019,5613,0,0,0,0
1400000US06037464101,6037464101,2019,3653,555,104,154,110
1400000US06037464102,6037464102,2019,3542,539,100,149,107
1400000US06037464200,6037464200,2019,5860,0,0,0,0
1400000US06037480002,6037480002,2019,3529,0,0,0,0
1400000US06037480011,6037480011,2019,5119,0,0,0,0
1400000US06037480012,6037480012,2019,4763,0,0,0,0
1400000US06037480101,6037480101,2019,3908,0,0,0,0
1400000US06037480102,6037480102,2019,4297,0,0,0,0
1400000US06037480201,6037480201,2019,3907,0,0,0,0
1400000US06037480202,6037480202,2019,2530,0,0,0,0
1400000US06037480302,6037480302,2019,4255,0,0,0,0
1400000US06037480303,6037480303,2019,3858,0,0,0,0
1400000US06037480304,6037480304,2019,4098,0,0,0,0
1400000US06037480400,6037480400,2019,5654,0,0,0,0
1400000US06037480500,6037480500,2019,5470,0,0,0,0
1400000US06037480601,6037480601,2019,2335,0,0,0,0
1400000US06037480602,6037480602,2019,5518,0,0,0,0
1400000US06037480702,6037480702,2019,4460,0,0,0,0
1400000US06037480703,6037480703,2019,3266,0,0,0,0
1400000US06037480704,6037480704,2019,4505,0,0,0,0
1400000US06037480802,6037480802,2019,3321,158,57,27,32
1400000US06037480803,6037480803,2019,3464,0,0,0,0
1400000US06037480804,6037480804,2019,4998,0,0,0,0
1400000US06037480901,6037480901,2019,4686,0,0,0,0
1400000US06037480902,6037480902,2019,4157,0,0,0,0
1400000US06037480903,6037480903,2019,3206,0,0,0,0
1400000US06037481001,6037481001,2019,3842,0,0,0,0
1400000US06037481002,6037481002,2019,5446,0,0,0,0
1400000US06037481101,6037481101,2019,3812,0,0,0,0
1400000US06037481102,6037481102,2019,3624,0,0,0,0
1400000US06037481103,6037481103,2019,5350,0,0,0,0
1400000US06037481201,6037481201,2019,3728,0,0,0,0
1400000US06037481203,6037481203,2019,6477,0,0,0,0
1400000US06037481300,6037481300,2019,3153,0,0,0,0
1400000US06037481401,6037481401,2019,6061,0,0,0,0
1400000US06037481403,6037481403,2019,3169,0,0,0,0
1400000US06037481404,6037481404,2019,4006,0,0,0,0
1400000US06037481500,6037481500,2019,4347,0,0,0,0
1400000US06037481603,6037481603,2019,3802,0,0,0,0
1400000US06037481604,6037481604,2019,3942,0,0,0,0
1400000US06037481605,6037481605,2019,3385,0,0,0,0
1400000US06037481606,6037481606,2019,4871,0,0,0,0
1400000US06037481711,6037481711,2019,4530,0,0,0,0
1400000US06037481712,6037481712,2019,5225,0,0,0,0
1400000US06037481713,6037481713,2019,2507,0,0,0,0
1400000US06037481714,6037481714,2019,2551,0,0,0,0
1400000US06037481800,6037481800,2019,2596,0,0,0,0
1400000US06037481901,6037481901,2019,5770,3216,454,648,512
1400000US06037481902,6037481902,2019,3355,552,141,147,78
1400000US06037482001,6037482001,2019,2758,1063,139,186,337
1400000US06037482002,6037482002,2019,6947,200,73,47,21
1400000US06037482101,6037482101,2019,4568,0,0,0,0
1400000US06037482102,6037482102,2019,2828,0,0,0,0
1400000US06037482201,6037482201,2019,3813,0,0,0,0
1400000US06037482202,6037482202,2019,5229,0,0,0,0
1400000US06037482301,6037482301,2019,5162,0,0,0,0
1400000US06037482303,6037482303,2019,5816,0,0,0,0
1400000US06037482304,6037482304,2019,3556,0,0,0,0
1400000US06037482401,6037482401,2019,3761,0,0,0,0
1400000US06037482403,6037482403,2019,1928,2,1,0,0
1400000US06037482404,6037482404,2019,1882,2,1,0,0
1400000US06037482502,6037482502,2019,3373,0,0,0,0
1400000US06037482503,6037482503,2019,4357,0,0,0,0
1400000US06037482521,6037482521,2019,5753,261,77,48,47
1400000US06037482522,6037482522,2019,4269,512,171,108,51
1400000US06037482600,6037482600,2019,6864,1634,367,237,535
1400000US06037482701,6037482701,2019,4298,0,0,0,0
1400000US06037482702,6037482702,2019,2397,0,0,0,0
1400000US06037482801,6037482801,2019,4072,0,0,0,0
1400000US06037500100,6037500100,2019,3831,1878,147,321,410
1400000US06037500202,6037500202,2019,4935,1152,22,245,272
1400000US06037500203,6037500203,2019,1596,303,39,66,52
1400000US06037500204,6037500204,2019,4550,864,111,189,148
1400000US06037500300,6037500300,2019,2958,1765,189,344,223
1400000US06037500402,6037500402,2019,4898,0,0,0,0
1400000US06037500403,6037500403,2019,3892,2381,596,636,334
1400000US06037500404,6037500404,2019,4666,2518,556,655,286
1400000US06037500500,6037500500,2019,2594,252,100,68,30
1400000US06037500600,6037500600,2019,5687,0,0,0,0
1400000US06037500700,6037500700,2019,6495,0,0,0,0
1400000US06037500800,6037500800,2019,5554,0,0,0,0
1400000US06037500900,6037500900,2019,6349,0,0,0,0
1400000US06037501001,6037501001,2019,2618,0,0,0,0
1400000US06037501002,6037501002,2019,4858,0,0,0,0
1400000US06037501200,6037501200,2019,5016,0,0,0,0
1400000US06037501301,6037501301,2019,3116,0,0,0,0
1400000US06037501302,6037501302,2019,4122,0,0,0,0
1400000US06037501400,6037501400,2019,3951,0,0,0,0
1400000US06037501501,6037501501,2019,2261,338,66,70,43
1400000US06037501503,6037501503,2019,5016,452,114,91,34
1400000US06037501504,6037501504,2019,3592,56,24,7,8
1400000US06037501600,6037501600,2019,7898,3573,783,690,596
1400000US06037501700,6037501700,2019,3695,168,5,37,35
1400000US06037501802,6037501802,2019,3326,0,0,0,0
1400000US06037501803,6037501803,2019,4702,0,0,0,0
1400000US06037501804,6037501804,2019,2131,0,0,0,0
1400000US06037501900,6037501900,2019,4267,0,0,0,0
1400000US06037502003,6037502003,2019,2692,0,0,0,0
1400000US06037502004,6037502004,2019,4359,1,0,0,0
1400000US06037502005,6037502005,2019,4197,0,0,0,0
1400000US06037502100,6037502100,2019,5140,0,0,0,0
1400000US06037502200,6037502200,2019,6492,0,0,0,0
1400000US06037502303,6037502303,2019,8393,11,6,5,0
1400000US06037502401,6037502401,2019,4747,0,0,0,0
1400000US06037502402,6037502402,2019,3823,0,0,0,0
1400000US06037502500,6037502500,2019,4215,0,0,0,0
1400000US06037502602,6037502602,2019,4321,0,0,0,0
1400000US06037502603,6037502603,2019,3636,10,2,2,1
1400000US06037502604,6037502604,2019,3509,9,2,2,1
1400000US06037502700,6037502700,2019,6919,4397,715,1175,579
1400000US06037502801,6037502801,2019,6231,4712,1152,1186,571
1400000US06037502901,6037502901,2019,5413,0,0,0,0
1400000US06037503000,6037503000,2019,6057,0,0,0,0
1400000US06037503103,6037503103,2019,5004,0,0,0,0
1400000US06037503104,6037503104,2019,2719,0,0,0,0
1400000US06037503105,6037503105,2019,3634,0,0,0,0
1400000US06037503106,6037503106,2019,3795,0,0,0,0
1400000US06037503201,6037503201,2019,3912,0,0,0,0
1400000US06037503202,6037503202,2019,4462,0,0,0,0
1400000US06037503301,6037503301,2019,3394,0,0,0,0
1400000US06037503302,6037503302,2019,6271,0,0,0,0
1400000US06037503401,6037503401,2019,6593,0,0,0,0
1400000US06037503402,6037503402,2019,4323,0,0,0,0
1400000US06037503501,6037503501,2019,6460,0,0,0,0
1400000US06037503502,6037503502,2019,4060,0,0,0,0
1400000US06037503601,6037503601,2019,4157,0,0,0,0
1400000US06037503602,6037503602,2019,3793,0,0,0,0
1400000US06037503701,6037503701,2019,4717,0,0,0,0
1400000US06037503702,6037503702,2019,4872,0,0,0,0
